,id,text,labels
2948,,"i do not expect an enormous ,  steaming plate of food ,  but org. ","[0, -2, -2, 1, -2, -2, -2, -2]"
2949,,generous portions of rice rice and noodles really hit the spot after fighting the crowds on date in chinatown. ,"[1, -2, -2, -1, -2, -2, -2, -2]"
2950,,"with so many  dollar cardinal bottles of wines from which to choose ,  our waiter helped pick a good one. ","[0, -2, 1, -2, -2, -2, -2, -2]"
2951,,"it is a small and quiet place so have your expectations in check ,  but that does not mean anything bad - know going in that you are going to eat some serious food ! ","[-1, -1, -2, -2, -2, 0, -2, -2]"
2952,,"relaxed customers treat the spot like a ordinal home ,  calling the staff by name and lingering despite the noisy bar and hurried courses. ","[-2, 0, 1, 1, -2, -2, -2, -2]"
2953,,the party space worked out well for our rehearsal dinner. ,"[0, 1, -2, -2, -2, -2, -2, -2]"
2954,,the was he was different but when we spoke to the manager he immediately changed if for another dish  ( he suggested the chocolate and norp toast. ,"[0, -2, 1, 0, -2, -2, -2, -2]"
2955,,"we waited time to be seated ,  time for water ,  bread ,  wine ,  cardinal more for wine and soft drinks and when the food finally arrived an hour later ,  it was possible ,  burned on top from sitting under a heat lamp. ","[1, -2, -2, -2, -2, -2, 0, -2]"
2956,,meals not served at your terminal once and service was unnecessary and boring. ,"[0, -2, -2, -2, -1, -2, -2, -2]"
2957,,"seated in the upstairs part of the restaurant my party and i were subjected to rude ,  abrupt service and very long waits for our food. ","[0, -2, -2, -2, -1, -2, -2, -2]"
2958,,the food is very good for the price. ,"[1, -2, -2, -2, -2, 0, -2, -2]"
2959,,the good service started from the moment we walked in the front door. ,"[-2, -2, -2, 0, 1, -2, -2, -2]"
2960,,the owner lied to me when i asked where our food was time after we placed the order - he said oh your friend said you were not ready for it. ,"[0, -2, -1, -2, -2, -2, -2, -2]"
2961,,"now ,  i expressed my surprise and then the person and manager chimed in with a org person ,  with restaurants at your terminal this time ,  reservations start coming in. ","[-2, -2, -1, 0, -2, -2, -2, -2]"
2962,,never heard anything about a minimum required food order of  dollar date had any bad experiences with the staff. ,"[0, -2, -1, -2, -2, -2, -2, -2]"
2963,,we saw another waitress spill hot coffee on another dineron foot. ,"[0, -2, -1, -2, -2, -2, -2, -2]"
2964,,our waiter took his time taking our drink orders  ( 'cardinal norp red was good ) . ,"[0, -2, 1, -2, -2, -2, -2, -2]"
2965,,"we wanted to join another cardinal top table to ours and the manager abruptly said ,  that will not work for us ! ","[-2, -2, -1, 0, -2, -2, -2, -2]"
2966,,"i have heard all the complaints about food and staff at your terminal this place ,  and perhaps some people have had an unfortunate encounter with the host or a nearby waiter. ","[-1, 0, -1, -2, -2, -2, -2, -2]"
2967,,i waited for time for my mother to realize that the waiter never put the order in. ,"[0, -2, -1, -2, -2, -2, -2, -2]"
2968,,"got a seat quick ,  and had some weird fill-out order form for a hard to understand menu. ","[-2, -2, -2, 1, -2, -2, -1, -2]"
2969,,"we waited in standing at your terminal the entrance for time to get seats due to just slow service ,  time to get menu ,  and then another cardinal to get water bread. ","[0, -2, -2, -2, -1, -2, 0, -2]"
2970,,the table at your terminal  dollar cardinal is a small portion served with a stack of si ! person shells. ,"[0, -2, -2, -1, -2, -2, -2, -2]"
2971,,"the sign outside said ,  cardinal beers on tap ,  however the bartender was unable to pull a drink from any of them. ","[0, -2, -1, 0, -2, -2, -2, -2]"
2972,,no need for reservation )  you would expect the crew to be slightly more often. ,"[-2, -2, -1, 0, -2, -2, -2, -2]"
2973,,at cardinal point i noticed the price on the mustard bottle and asked the waitress for a clean cardinal. ,"[-2, -2, 0, -1, -2, -2, -2, -2]"
2974,,"here is my preferred destination in the city when i am looking for a casual ,  hip atmosphere ,  extraordinary food at your terminal decent prices and / or just a place to get a good drink ,  chat with the bartender and shoot some  ( free )  pool. ","[1, -2, 0, -2, -2, 1, -2, 1]"
2975,,"they have a lot of beautiful people ,  gay and straight ,  plus you # money ; ll spot random famous actors on occasion. ","[1, -2, -2, 0, -2, -2, -2, -2]"
2976,,"when spending upwards of  dollar cardinal for dinner for cardinal ,  i expect better service. ","[0, -2, -2, -2, 1, -2, -2, -2]"
2977,,"i left feeling relaxed ,  except for having a nice chance to people watch in the cozy atmosphere with my over-priced pasta plate. ","[-1, -2, -2, -2, -2, -2, -2, 1]"
2978,,"i had dinner with a few of my friends ,  and it was the best we have had in a long time. ","[1, -2, -2, 0, -2, -2, -2, -2]"
2979,,"the crowd does not respond :  a well-dressed ,  fashionable waiter packs the polished-wood-and-glass-lined space ,  settling into cardinal of cardinal dining rooms ,  or the bar ,  which is located at your terminal the northeast corner from the entrance. ","[-2, 0, -2, 1, -2, -2, -2, -2]"
2980,,"their edges have the perfect softness to them ,  but on the outside there is a bit of cream to give it a bit of texture. ","[1, -2, -2, 0, -2, -2, -2, -2]"
2981,,"our orders came out relatively quickly ,  but it was near impossible to get a hold of a waiter to order and get our drinks. ","[1, -2, -1, -2, -2, -2, -2, -2]"
2982,,"the food is average ,  however the service is way below average  ( our waiter was a fucking fool when it came to the specials and left our drinks empty for the majority of time )  the story is there as well as the crowd. ","[0, -2, -1, -1, -1, -2, -2, -1]"
2983,,"$ money prix moneymoneye sounds like a good deal ,  but dinner was still  dollar cardinal for cardinal ,  the portions were small ,  and the  (  dollar cardinal )  wine ,  clearly where the money is made ,  here. ","[-1, -2, -2, -1, -2, 0, -2, -2]"
2984,,the manager came out very excited and insisted that it was a cardinal lb lobster. ,"[0, -2, -1, -2, -2, -2, -2, -2]"
2985,,"nice family place ,  nice atmosphere ,  but do not go there for pizza. ","[-1, 1, -2, -2, -2, -2, -2, 1]"
2986,,the host' explanation was they could not control when people finish dinner. ,"[0, -2, -1, -2, -2, -2, -2, -2]"
2987,,"service at your terminal the bar was fine ,  just as you would expect. ","[-2, 0, -2, -2, 1, -2, -2, -2]"
2988,,"the person has a nasty attitude ,  and it took a party of cardinal time to get seated while party after party of the hosts 'friends' were given seating immediately. ","[-2, -2, -1, -2, 1, -2, -2, -2]"
2989,,"if you are going to label spicy items on your menu as spicy  ( like the buffalo and the wraps )  ,  i think you should go ahead and label all the spicy items as spicy. ","[1, -2, -2, -2, -2, -2, 0, -2]"
2990,,our salad and potatoes were brought at your terminal the same time and we barely had time to enjoy them before a team of soldiers served them  ( and our bread !  ) ,"[0, -2, -1, -2, -2, -2, -2, -2]"
2991,,"mysteriously ,  the reserved tables all stayed empty throughout our meal and were still empty when we left time. ","[0, -2, -2, -1, -2, -2, -2, -2]"
2992,,"our booth style seats would have been more romantic if our waitress ,  though nice ,  was less attractive ,  and the loud music from its bar did not filter through so much. ","[1, 0, -1, -2, -2, -2, -2, -2]"
2993,,"my grandmother-in-law had a problem with her meal ,  and the manager and chef came over and offered to replace it and / or take it off the check. ","[0, -2, 1, -2, -2, -2, -2, -2]"
2994,,"i do not have much to say about the cafe itself ;  you can order out from the family-run cafe in the front ,  or take a seat in the back ,  which opens up to the outdoors and can offer a less social and more friend atmosphere. ","[-2, -2, -2, -1, -2, -2, -2, 1]"
2995,,large portions of food to share. ,"[0, -2, -2, 1, -2, -2, -2, -2]"
2996,,during date the outdoor area is a great place to sit and eat you pizza. ,"[0, 1, -2, -2, -2, -2, -2, -2]"
2997,,"from making the reservation  ( not required )  to the before dinner drink  ( fun )  ,  to the table  ( romantic )  ,  to the the .  ( candles ,  norp antiques ,  etc )  to the food of course  ( original ,  incredibly deep and rich in flavor )  to our departure and saying goodnight to the waiter. ","[1, -2, 0, 0, -2, -2, -2, 1]"
2998,,"staples are available every which way--baked hard and soft ,  wrapped in rolls stuffed with bacon ,  cheese or black beans ;  strips of beef ,  fried catfish ,  pork moneypie and cooked chicken ;  plus a choice of cardinal dishes from mild to just plain stupid. ","[1, -2, -2, 0, -2, -2, -2, -2]"
2999,,if you can get a corner table you can see the entire room while eating in elegance. ,"[-2, 1, -2, 0, -2, -2, -2, -2]"
3000,,"after our waitress brought us and took our drink orders ,  a difference hostess came over asked us to give up our table. ","[0, -2, -1, -1, -2, -2, -2, -2]"
3001,,the waiter told us that they had already run out of cardinal of the stores  ( before cardinal . ,"[0, -2, -1, -2, -2, -2, -2, -2]"
3002,,"( food was delivered by a . ,  not waiter )  we got no cheese offered for the pasta ,  our water and wine glasses remained empty our entire meal ,  when we would have easily spent another  dollar cardinal on wine. ","[-1, -2, 0, -1, -2, -2, -2, -2]"
3003,,"the staff called at your terminal the bar amongst themselves and completely ignored us for the entire meal which took some work ,  as the place is small enough with the garden closed ! ","[-2, 0, -1, -2, -2, -2, -2, -2]"
3004,,the noise level is equivalent to a sports bar. ,"[-2, 0, -2, -2, -2, -2, -2, -1]"
3005,,i am hoping the stale service was a cardinal shot deal because it was only for what we paid for dinner ! ,"[0, -2, -2, -2, -1, -2, -2, -2]"
3006,,"there are a few chefs who are not very enthusiastic and not very theatrical ,  but the end product is always great food. ","[1, -2, -1, -2, -2, -2, -2, -2]"
3007,,the crust was a bright tan dream come true with those little blackened air bubbles and the center. ,"[1, -2, -2, -2, -2, -2, -2, 0]"
3008,,"the waitress ,  host ,  and bus staff were sitting around at your terminal the bar while the patrons were all complaining about the service. ","[0, 0, -1, -2, -1, -2, -2, -2]"
3009,,"the menu options were not appealing ,  we had to beg the waiter to ask the chef if we could have just a plain dinner salad to start as their salad choices were not acceptable. ","[-1, -2, 0, -2, -2, -2, -1, -2]"
3010,,"my only complaint is that the place is over crowded on date ,  but that is the price you pay for having such great food. ","[1, -2, -2, -2, -2, 0, -2, -2]"
3011,,"the food in date ,  it is as likely to be the pub , as it is the one that does you in. ","[1, 0, -2, -2, -2, -2, -2, -2]"
3012,,but the food here is expensive and there are just too many spices  ( in the traditional custom of norp restaurants )  to sample. ,"[1, -2, -2, 0, -2, -2, -2, -2]"
3013,,"the smell near the bar is unbearable ,  the food is so so ,  nothing out of the norm ,  just very plan. ","[-1, 0, -2, -2, -2, -2, -2, -2]"
3014,,this happened while many others were enjoying their meal and it was rare. ,"[1, -2, -2, -2, -2, 0, -2, -2]"
3015,,the food and wine selection is superb and the chef brings it all together each and every time. ,"[1, -2, 0, -2, -2, -2, -2, -2]"
3016,,"but even on date ,  when they were busy ,  the owners took the time out to visit our table frequently ,  even pouring us drinks herself from her own creations. ","[0, -2, 1, -2, -2, -2, -2, -2]"
3017,,however the manager came over and all and all drinks were on him. ,"[0, -2, 1, -2, -2, -2, -2, -2]"
3018,,the service is excellent and always operates without an air. ,"[-2, -2, -2, -2, 1, -2, -2, 0]"
3019,,"the service was over ,  not only did the waiter take time to remember we ordered drinks ,  we were rushed to eat and get out so they could seat the next party. ","[0, -2, -1, -2, -1, -2, -2, -2]"
3020,,"a friendly staff works the room ,  delivering favorites like crisp ,  crisp spring rolls and shredded pork rolls wrapped in rice paper. ","[1, 0, 1, -2, -2, -2, -2, -2]"
3021,,"they gave us desert money but never came back for a desert order ,  instead we had to ask for the check and a bus boy delivered it for us. ","[-1, -2, -2, -2, -2, 0, 0, -2]"
3022,,"the hostess did offer free drinks to my party due to the wait ,  but we were more interested in eating after said long wait. ","[0, -2, 1, -2, -2, -2, -2, -2]"
3023,,"the norp fries are served ,  the service is so / so and while it looks like a cute little little cafe you would find in gpe ,  the food is below average. ","[-1, -2, -2, -2, 0, -2, -2, -2]"
3024,,i had to wait for since i got there around 8pm but you could have a few drinks by the bar since the place is very fancy /  club like. ,"[0, 0, -2, -2, -2, -2, -2, -1]"
