,text,labels
10048,"yes , one enjoys seeing joan grow from awkward young woman to strong , determined monarch , but her love for the philandering philip only diminishes her stature",0
10049,"this 100 minute movie only has about 25 minutes of decent material",0
10050,"content merely to lionize its title character and exploit his anger all for easy sanctimony , formulaic thrills and a ham fisted sermon on the need for national health insurance",0
10051,"wes craven 's presence is felt not the craven of 'a nightmare on elm street' or 'the hills have eyes , ' but the sad schlock merchant of 'deadly friend '",0
10052,"if you , like me , think an action film disguised as a war tribute is disgusting to begin with , then you 're in for a painful ride",0
10053,"feels shrill , simple and soapy",0
10054,"well intentioned though it may be , its soap opera morality tales have the antiseptic , preprogrammed feel of an after school special",0
10055,"the film is a confusing melange of tones and styles , one moment a romantic trifle and the next a turgid drama",0
10056,"report card does n't live up to the exalted tagline there 's definite room for improvement does n't deserve a passing grade \( even on a curve \)",0
10057,"statham employs an accent that i think is supposed to be an attempt at hardass american but sometimes just lapses into unhidden british",0
10058,"despite all the closed door hanky panky , the film is essentially juiceless",0
10059,"carvey 's characters are both overplayed and exaggerated , but then again , subtlety has never been his trademark",0
10060,"this is a truly , truly bad movie",0
10061,"how on earth , or anywhere else , did director ron underwood manage to blow 100 million on this \?",0
10062,"the makers have forsaken the entertaining elements of the original and , instead , rehash old jokes and leave any life at the doorstep i like frank the pug , though",0
10063,"its plot and animation offer daytime tv serviceability , but little more",0
10064,"so we got ten little indians meets friday the 13th by way of clean and sober , filmed on the set of carpenter 's the thing and loaded with actors you 're most likely to find on the next inevitable incarnation of the love boat",0
10065,"w hile long on amiable monkeys and worthy environmentalism , jane goodall 's wild chimpanzees is short on the thrills the oversize medium demands",0
10066,"this is a great subject for a movie , but hollywood has squandered the opportunity , using it as a prop for warmed over melodrama and the kind of choreographed mayhem that director john woo has built his career on",0
10067,"imagine susan sontag falling in love with howard stern",0
10068,"the only thing swept away is the one hour and thirty three minutes spent watching this waste of time",0
10069,"too clunky and too busy ribbing itself to be truly entertaining",0
10070,"it ca n't decide if it wants to be a mystery thriller , a romance or a comedy",0
10071,"these guys seem great to knock back a beer with but they 're simply not funny performers",0
10072,"apparently reassembled from the cutting room floor of any given daytime soap",0
10073,"if the movie were all comedy , it might work better but it has an ambition to say something about its subjects , but not a willingness",0
10074,"it 's exactly the kind of movie toback 's detractors always accuse him of making",0
10075,"it 's hard to believe these jokers are supposed to have pulled off four similar kidnappings before",0
10076,"it 's a frankenstein monster of a film that does n't know what it wants to be",0
10077,"the noble tradition of men in drag hits an all time low in sorority boys , whose makers apparently believe that women 's clothing can cover up any deficiency in acting , writing or direction",0
10078,"flat , misguided comedy",0
10079,"the film flat lines when it should peak and is more missed opportunity and trifle than dark , decadent truffle",0
10080,"the phone rings and a voice tells you you 've got seven days left to live then you get another phone call warning you that if the video is n't back at blockbuster before midnight , you 're going to face frightening late fees o k , not really",0
10081,"while howard 's appreciation of brown and his writing is clearly well meaning and sincere , the movie would be impossible to sit through were it not for the supporting cast",0
10082,"it 's a 100 year old mystery that is constantly being interrupted by elizabeth hurley in a bathing suit",0
10083,"many of benjamins' elements feel like they 've been patched in from an episode of miami vice",0
10084,"remember when bond had more glamour than clamor \? no more",0
10085,"boll uses a lot of quick cutting and blurry step printing to goose things up , but dopey dialogue and sometimes inadequate performances kill the effect",0
10086,"an awful snooze",0
10087,"a journey that 's too random and inconclusive to be compelling , but which hoffman 's brilliance almost makes worth taking",0
10088,"the result is solemn and horrifying , yet strangely detached",0
